ï..Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
Nyssa sylvatica var. biflora,Nyssa sylvatica,Cornaceae,"DeBell, D. S. N., Aubrey W. (1972). ""Some Factors Affecting Germination of Swamp Tupelo Seeds."" Ecology 53(3): 504-506.",1971,USA,"Bluebird Swamp, Berkeley Co, South Carolina, USA",33.1,-79.95,N,Incubator,,,"Sand, peat and soil",Pot,2.2 l,2,25,35,N,300,4,Cold,Y,Y,16,N,0,21,21,21,20,46,50
Nyssa sylvatica var. biflora,Nyssa sylvatica,Cornaceae,"DeBell, D. S. N., Aubrey W. (1972). ""Some Factors Affecting Germination of Swamp Tupelo Seeds."" Ecology 53(3): 504-506.",1971,USA,"Bluebird Swamp, Berkeley Co, South Carolina, USA",33.1,-79.95,N,Incubator,,,"Sand, peat and soil",Pot,2.2 l,2,25,35,N,300,4,Cold,Y,Y,16,N,0,33,33,33,35,45,50
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Brown morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,6,15,180,Y,0,None,None,N,N,0,N,0,20,20,20,20,78,90
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Green morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,3,12,180,N,0,None,None,N,N,0,N,0,20,20,20,20,28,36
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Brown morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,3,12,180,N,0,None,None,N,N,0,N,0,25,25,25,25,17,36
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Green morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,3,12,180,N,0,None,None,N,N,0,N,0,15,15,15,15,28,36
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Brown morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,3,12,180,N,0,None,None,N,N,0,N,0,5,5,5,5,15,36
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Green morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,6,15,180,N,0,None,None,N,N,0,N,0,20,20,20,20,74,90
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Green morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,6,15,180,Y,0,None,None,N,N,0,N,0,20,20,20,20,83,90
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Green morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,3,12,180,N,0,None,None,N,N,0,N,0,5,5,5,5,27,36
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Green morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,3,12,180,N,0,None,None,N,N,0,N,0,10,10,10,10,23,36
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Brown morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,6,15,180,N,0,None,None,N,N,0,N,0,20,20,20,20,63,90
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Green morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,3,12,180,N,0,None,None,N,N,0,N,0,25,25,25,25,20,36
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Brown morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,3,12,180,N,0,None,None,N,N,0,N,0,10,10,10,10,26,36
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Brown morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,3,12,180,N,0,None,None,N,N,0,N,0,20,20,20,20,32,36
Lathyrus linifolius,Lathyrus linifolius,Leguminosae,"Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).",2016,UK,"Brown morph, Bitter-Vetch Ltd., Wingate, UK",54.733333333333334,-1.3666666666666667,Y,Incubator,3 min in sodium hypochlorite solution diluted to 2.5% [v/v] active chlorine,,Filter paper,Petri,9 cm,3,12,180,N,0,None,None,N,N,0,N,0,15,15,15,15,23,36
Lysimachia vulgaris,Lysimachia vulgaris,Primulaceae,"Dillon, K. R., Sarah Hayden (2014). ""Effect of Temperature on the Seed Germination of Garden Loosestrife (Lysimachia vulgarisL.)."" Natural Areas Journal 34(2): 212-215.",2013,USA,"Washington, USA",47.516666666666666,-122.28333333333333,Y,Incubator,,,Filter paper,Petri,15 cm,3,50,147,N,0,None,None,N,NA,NA,Y,8,15.9,7.9,11.9,10,68,150
Lysimachia vulgaris,Lysimachia vulgaris,Primulaceae,"Dillon, K. R., Sarah Hayden (2014). ""Effect of Temperature on the Seed Germination of Garden Loosestrife (Lysimachia vulgarisL.)."" Natural Areas Journal 34(2): 212-215.",2013,USA,"Washington, USA",47.516666666666666,-122.28333333333333,Y,Incubator,,,Filter paper,Petri,15 cm,3,50,147,N,0,None,None,N,NA,NA,N,0,5,5,5,5,0,150
Lysimachia vulgaris,Lysimachia vulgaris,Primulaceae,"Dillon, K. R., Sarah Hayden (2014). ""Effect of Temperature on the Seed Germination of Garden Loosestrife (Lysimachia vulgarisL.)."" Natural Areas Journal 34(2): 212-215.",2013,USA,"Washington, USA",47.516666666666666,-122.28333333333333,Y,Incubator,,,Filter paper,Petri,15 cm,3,50,147,N,0,None,None,N,NA,NA,Y,9.299999999999999,23.4,14.1,18.75,20,110,150
Quercus robur,Quercus robur,Fagaceae,"Doody, C. N. and C. Oâ€™Reilly (2008). ""Drying and soaking pretreatments affect germination in pedunculate oak."" Annals of Forest Science 65(5): 509-509.",2006,Ireland,"Coillte Seed Centre, Co. Carlow, Ireland",52.833333333333336,-6.933333333333334,N,Incubator,,,Cotton wool,Box,17 Ã— 10.5 Ã— 6 cm,4,25,60,N,0,None,None,N,Y,8,N,0,15,15,15,15,79,100
Fraxinus excelsior,Fraxinus excelsior,Oleaceae,"Doody, C. N. and C. Oâ€™Reilly (2011). ""Effect of long-phase stratification treatments on seed germination in ash."" Annals of Forest Science 68(1): 139-147.",2005,Ireland,"Coillte Seed Centre, Ballintemple, Carlow, Ireland",52.733333333333334,-6.7,Y,Incubator,,,Cotton wool,Box,12 Ã— 8 Ã— 4.5 cm,4,25,45,N,294,15+3,W+C,Y,Y,8,Y,10,15,5,8.333333333333332,10,81,100
Fraxinus excelsior,Fraxinus excelsior,Oleaceae,"Doody, C. N. and C. Oâ€™Reilly (2011). ""Effect of long-phase stratification treatments on seed germination in ash."" Annals of Forest Science 68(1): 139-147.",2005,Ireland,"Coillte Seed Centre, Ballintemple, Carlow, Ireland",52.733333333333334,-6.7,Y,Incubator,,,Cotton wool,Box,12 Ã— 8 Ã— 4.5 cm,4,25,45,N,294,15+3,W+C,Y,Y,8,N,0,15,15,15,15,20,100
Impatiens capensis,Impatiens capensis,Balsaminaceae,"Dorning, M. and D. Cipollini (2005). ""Leaf and root extracts of the invasive shrub, Lonicera maackii, inhibit seed germination of three herbs with no autotoxic effects."" Plant Ecology 184(2): 287-296.",2003,USA,"Wright State University woods, USA",39.78333333333333,-84.05,Y,Incubator,,,Filter paper,Petri,10 cm,3,10,NA,N,0,None,None,N,N,0,N,0,4,4,4,5,22,30
Alliaria petiolata,Alliaria petiolata,Brassicaceae,"Dorning, M. and D. Cipollini (2005). ""Leaf and root extracts of the invasive shrub, Lonicera maackii, inhibit seed germination of three herbs with no autotoxic effects."" Plant Ecology 184(2): 287-296.",2003,USA,"Wright State University woods, USA",39.78333333333333,-84.05,Y,Incubator,,,Filter paper,Petri,10 cm,3,10,NA,N,0,None,None,N,N,0,N,0,4,4,4,5,10,30
Comptonia peregrina,Comptonia peregrina,Myricaceae,"Dow, M. A. S., Christa R. (1999). ""Seed germination, seedling emergence, and seed bank ecology of sweet fern (Comptonia peregrina (L.) Coult.)."" Canadian Journal of Botany 77(9): 1378-1386.",1989,USA,"Kelly Rd, Orono, Maine, USA",44.86666666666667,-68.7,Y,Incubator,,,Filter paper,Petri,8.5 cm,3,15,70,N,60,4,Cold,Y,Y,16,Y,10,19,9,15.666666666666666,15,32,45
Comptonia peregrina,Comptonia peregrina,Myricaceae,"Dow, M. A. S., Christa R. (1999). ""Seed germination, seedling emergence, and seed bank ecology of sweet fern (Comptonia peregrina (L.) Coult.)."" Canadian Journal of Botany 77(9): 1378-1386.",1989,USA,"Kelly Rd, Orono, Maine, USA",44.86666666666667,-68.7,Y,Incubator,,,Filter paper,Petri,8.5 cm,3,15,70,N,0,None,None,N,N,0,N,0,16.5,16.5,16.5,15,4,45
Comptonia peregrina,Comptonia peregrina,Myricaceae,"Dow, M. A. S., Christa R. (1999). ""Seed germination, seedling emergence, and seed bank ecology of sweet fern (Comptonia peregrina (L.) Coult.)."" Canadian Journal of Botany 77(9): 1378-1386.",1989,USA,"Kelly Rd, Orono, Maine, USA",44.86666666666667,-68.7,Y,Incubator,,,Filter paper,Petri,8.5 cm,3,15,70,N,0,None,None,N,N,0,Y,10,19,9,14,15,20,45
Comptonia peregrina,Comptonia peregrina,Myricaceae,"Dow, M. A. S., Christa R. (1999). ""Seed germination, seedling emergence, and seed bank ecology of sweet fern (Comptonia peregrina (L.) Coult.)."" Canadian Journal of Botany 77(9): 1378-1386.",1989,USA,"Kelly Rd, Orono, Maine, USA",44.86666666666667,-68.7,Y,Incubator,,,Filter paper,Petri,8.5 cm,3,15,70,N,0,None,None,N,Y,16,Y,10,19,9,15.666666666666666,15,2,45
Picea glauca,Picea glauca,Pinaceae,"Downie, B. B., J. D. (1996). ""Dormancy in white spruce (Picea glauca Moench Voss) seeds is imposed by tissues surrounding the embryo."" Seed Science Research 6(1): 9-15.",1995,Canada,"Slava Lake, Alberta, Canada",57,-114.83333333333333,Y,Incubator,0.1% w/v Benlate fungicide,,Filter paper,Petri,9 cm,3,100,21,N,0,None,None,N,N,0,N,0,25,25,25,25,210,300
Picea glauca,Picea glauca,Pinaceae,"Downie, B. B., J. D. (1996). ""Dormancy in white spruce (Picea glauca Moench Voss) seeds is imposed by tissues surrounding the embryo."" Seed Science Research 6(1): 9-15.",1995,Canada,"High Level, Alberta, Canada",58.46666666666667,-117.26666666666667,Y,Incubator,0.1% w/v Benlate fungicide,,Filter paper,Petri,9 cm,3,100,21,N,0,None,None,N,N,0,N,0,25,25,25,25,138,300
Picea glauca,Picea glauca,Pinaceae,"Downie, B. C., J.; Scheer, G.; Wang, B. S. P.; Jensen, M.; Dhir, N. (1998). ""Alleviation of seed dormancy in white spruce (Picea glauca Moench. Voss.) is dependent on the degree of seed hydration."" Seed Science and Technology 26(3): 555-569.",1979,Canada,"Bear River, Alberta, Canada",57.583333333333336,-117.61666666666666,Y,Incubator,,,Kimpak,Box,51 x 25 x 10 cm,3,100,21,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,285,300
Picea glauca,Picea glauca,Pinaceae,"Downie, B. C., J.; Scheer, G.; Wang, B. S. P.; Jensen, M.; Dhir, N. (1998). ""Alleviation of seed dormancy in white spruce (Picea glauca Moench. Voss.) is dependent on the degree of seed hydration."" Seed Science and Technology 26(3): 555-569.",1987,Canada,"Paddle Prairie, Alberta, Canada",57.583333333333336,-117.61666666666666,Y,Incubator,,,Kimpak,Box,51 x 25 x 10 cm,3,100,21,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,231,300
Picea glauca,Picea glauca,Pinaceae,"Downie, B. C., J.; Scheer, G.; Wang, B. S. P.; Jensen, M.; Dhir, N. (1998). ""Alleviation of seed dormancy in white spruce (Picea glauca Moench. Voss.) is dependent on the degree of seed hydration."" Seed Science and Technology 26(3): 555-569.",1988,Canada,"High Level, Alberta, Canada",57.583333333333336,-117.61666666666666,Y,Incubator,,,Kimpak,Box,51 x 25 x 10 cm,3,100,21,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,224,300
Picea glauca,Picea glauca,Pinaceae,"Downie, B. C., J.; Scheer, G.; Wang, B. S. P.; Jensen, M.; Dhir, N. (1998). ""Alleviation of seed dormancy in white spruce (Picea glauca Moench. Voss.) is dependent on the degree of seed hydration."" Seed Science and Technology 26(3): 555-569.",1979,Canada,"Hawk Hills, Alberta, Canada",57.583333333333336,-117.61666666666666,Y,Incubator,,,Kimpak,Box,51 x 25 x 10 cm,3,100,21,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,261,300
Pinus banksiana,Pinus banksiana,Pinaceae,"Downie, B. W., Ben S. P. (1992). ""Upgrading germinability and vigour of jack pine, lodgepole pine, and white spruce by the IDS technique."" Canadian Journal of Forest Research 22(8): 1124-1131.",1991,Canada,"Lake la Ronge, Canada",55.2,-105.3,Y,Incubator,,,Kimpak,Box,21 x 24 cm,4,50,21,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,101,200
Pinus banksiana,Pinus banksiana,Pinaceae,"Downie, B. W., Ben S. P. (1992). ""Upgrading germinability and vigour of jack pine, lodgepole pine, and white spruce by the IDS technique."" Canadian Journal of Forest Research 22(8): 1124-1131.",1991,Canada,"Big River, Canada",54.733333333333334,-107.2,Y,Incubator,,,Kimpak,Box,21 x 24 cm,4,50,21,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,147,200
Pinus banksiana,Pinus banksiana,Pinaceae,"Downie, B. W., Ben S. P. (1992). ""Upgrading germinability and vigour of jack pine, lodgepole pine, and white spruce by the IDS technique."" Canadian Journal of Forest Research 22(8): 1124-1131.",1991,Canada,"Shinnickburn, Canada",46.5,-66,Y,Incubator,,,Kimpak,Box,21 x 24 cm,4,50,21,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,158,200
Fraxinus ornus,Fraxinus ornus,Oleaceae,"Draghici, C. and I. V. Abrudan (2011). ""The Effect of Different Stratification Conditions on the Germination of Fraxinus angustifolia Vahl. and F. ornus L. Seeds."" Notulae Botanicae Horti Agrobotanici Cluj-Napoca 39(1): 283-287.",2009,Romania,"Bal?, Romania",44.35,24.083333333333332,Y,Incubator,,,Sand and peat 3:1,Pot,,4,100,140,N,0,None,None,N,N,0,N,0,3,3,3,5,320,400
Fraxinus ornus,Fraxinus ornus,Oleaceae,"Draghici, C. and I. V. Abrudan (2011). ""The Effect of Different Stratification Conditions on the Germination of Fraxinus angustifolia Vahl. and F. ornus L. Seeds."" Notulae Botanicae Horti Agrobotanici Cluj-Napoca 39(1): 283-287.",2009,Romania,"Dr?g??ani, Romania",44.65,24.25,Y,Incubator,,,Sand and peat 3:1,Pot,,4,100,140,N,0,None,None,N,N,0,N,0,3,3,3,5,336,400
Fraxinus ornus,Fraxinus ornus,Oleaceae,"Draghici, C. and I. V. Abrudan (2011). ""The Effect of Different Stratification Conditions on the Germination of Fraxinus angustifolia Vahl. and F. ornus L. Seeds."" Notulae Botanicae Horti Agrobotanici Cluj-Napoca 39(1): 283-287.",2009,Romania,"R?cari, Romania",44.61666666666667,25.733333333333334,Y,Incubator,,,Sand and peat 3:1,Pot,,4,100,140,N,0,None,None,N,N,0,N,0,3,3,3,5,276,400
Pinus taeda,Pinus taeda,Pinaceae,"Dunlap, J. R. B., J. P. (1983). ""Influence of seed size on germination and early development of loblolly pine (Pinustaeda L.) germinants."" Canadian Journal of Forest Research 13(1): 40-44.",1983,USA,"Washington, North Carolina, USA",35.55,-77.05,Y,Incubator,,,Kimpak,Box,10.2 x 10.2 cm,4,100,28,N,30,2,Cold,Y,NA,NA,N,0,21,21,21,20,380,400
